id,durationInitial,durationAdditional,amountInitial,amountAdditional,pctTax,phone,inState,companyFacility,service,updatedAt
d05304ae48de98,60,60,0.2,0.2,0.01,16025424331,1,96201772155c0a,1,"[""2021-03-01T16:57:20.380Z""]"
31f6964a9648fd,60,60,0.21,0.21,0.09,16082661212,0,96201772155c0a,1,"[""2021-03-01T16:57:24.216Z""]"
b2826c2a344662,60,60,0.2,0.2,0.01,16025424331,1,96feb7b4311ce0,1,"[""2021-03-01T16:57:25.980Z""]"
2c53e268fd1364,60,60,0.21,0.21,0.09,16082661212,0,96feb7b4311ce0,1,"[""2021-03-01T16:57:29.392Z""]"
4adbddc3b2f2cf,60,60,0.2,0.2,0.01,16025424331,1,4e6eef8893861b,1,"[""2021-03-01T16:57:31.150Z""]"
1221b02db56368,60,60,0.21,0.21,0.09,16082661212,0,4e6eef8893861b,1,"[""2021-03-01T16:57:34.476Z""]"
4444c495d46529,60,60,0.2,0.2,0.01,16025424331,1,3eb7c69e666a15,1,"[""2021-03-01T16:57:36.262Z""]"
32c66491ed902e,60,60,0.21,0.21,0.09,16082661212,0,3eb7c69e666a15,1,"[""2021-03-01T16:57:39.673Z""]"
ca5d645b07ca24,60,60,0.2,0.2,0.01,16025424331,1,a9f6b18b04f5fd,1,"[""2021-03-01T16:57:41.542Z""]"
8f1a19372898ec,60,60,0.21,0.21,0.09,16082661212,0,a9f6b18b04f5fd,1,"[""2021-03-01T16:57:46.425Z""]"
4810c026ad68f5,60,60,0.2,0.2,0.01,16025424331,1,3e777361e7c460,1,"[""2021-03-01T16:57:48.367Z""]"
89cc0691a92551,60,60,0.21,0.21,0.09,16082661212,0,3e777361e7c460,1,"[""2021-03-01T16:57:52.450Z""]"
b8e83e79928cd4,60,60,0.12,0.12,0.01,16025424331,1,861434c848f8e9,1,"[""2021-03-01T16:57:54.262Z""]"
41f60280cb10e7,60,60,0.21,0.21,0.09,16082661212,0,861434c848f8e9,1,"[""2021-03-01T16:57:57.956Z""]"
5c57e7abfe4796,60,60,0.12,0.12,0.01,16025424331,1,1e500506ad1119,1,"[""2021-03-01T16:58:00.032Z""]"
00074009a4342f,60,60,0.21,0.21,0.09,16082661212,0,1e500506ad1119,1,"[""2021-03-01T16:58:04.130Z""]"
eea44a796e0ac5,60,60,0.12,0.12,0.01,16025424331,1,3e4ff2834583a0,1,"[""2021-03-01T16:58:06.332Z""]"
593feeea2823af,60,60,0.21,0.21,0.09,16082661212,0,3e4ff2834583a0,1,"[""2021-03-01T16:58:10.176Z""]"
263c4288b60f00,60,60,0.12,0.12,0.01,16025424331,1,d679c1c93433dd,1,"[""2021-03-01T16:58:12.306Z""]"
b2d727ab9e4d02,60,60,0.21,0.21,0.09,16082661212,0,d679c1c93433dd,1,"[""2021-03-01T16:58:16.385Z""]"
7ed1ffe3afb414,60,60,0.2,0.2,0.01,16025424331,1,86392ef2cb107d,1,"[""2021-03-01T16:58:18.351Z""]"
c2c0515411a593,60,60,0.21,0.21,0.09,16082661212,0,86392ef2cb107d,1,"[""2021-03-01T16:58:22.230Z""]"
728d92e000fba7,60,60,0.2,0.2,0.01,16025424331,1,669e3bd7dfc0c6,1,"[""2021-03-01T16:58:24.953Z""]"
e1ab5870bed1ef,60,60,0.21,0.21,0.09,16082661212,0,669e3bd7dfc0c6,1,"[""2021-03-01T16:58:27.376Z""]"
a42a77a0406edf,60,60,0.21,0.21,0.02,16025424331,1,672c1b5428a707,1,"[""2021-03-01T16:58:29.498Z""]"
2301a4e18e14d7,60,60,0.21,0.21,0.09,16082661212,0,672c1b5428a707,1,"[""2021-03-01T16:58:32.475Z""]"
d6ca76c410415d,60,60,0.21,0.21,0.02,16025424331,1,0fc10d2680e20b,1,"[""2021-03-01T16:58:34.369Z""]"
12a4d3598d83f6,60,60,0.21,0.21,0.09,16082661212,0,0fc10d2680e20b,1,"[""2021-03-01T16:58:38.484Z""]"
007b878ae87b82,60,60,0.21,0.21,0.02,16025424331,1,76940fb65060d5,1,"[""2021-03-01T16:58:40.333Z""]"
8149924f7304e1,60,60,0.21,0.21,0.09,16082661212,0,76940fb65060d5,1,"[""2021-03-01T16:58:43.728Z""]"
faa2eda9057a22,60,60,0.11,0.11,0.01,16025424331,1,2db2ffa318b2b6,1,"[""2021-03-01T16:58:55.954Z""]"
b467c78fc8ed9d,60,60,0.11,0.11,0.05,16082661212,0,2db2ffa318b2b6,1,"[""2021-03-01T16:58:59.153Z""]"
e2a109065f028f,60,60,0.12,0.12,0.05,16025424331,1,279f3670e7cde7,1,"[""2021-03-01T16:59:01.189Z""]"
3326967de0510d,60,60,0.12,0.12,0.05,16082661212,0,279f3670e7cde7,1,"[""2021-03-01T16:59:04.889Z""]"
0833ce9c46899f,60,60,0.11,0.11,0.01,16025424331,1,5016ae6563d0df,1,"[""2021-03-01T16:59:06.829Z""]"
698332b0185b8c,60,60,0.11,0.11,0.05,16082661212,0,5016ae6563d0df,1,"[""2021-03-01T16:59:11.454Z""]"
aa243502960e0e,60,60,0.14,0.14,0.01,16025424331,1,43bba194bec7cc,1,"[""2021-03-01T16:59:13.281Z""]"
3e1d1219bd1b34,60,60,0.14,0.14,0.06,16082661212,0,43bba194bec7cc,1,"[""2021-03-01T16:59:17.514Z""]"
bd8514e71014e9,60,60,0.14,0.14,0.01,16025424331,1,1a3cea592761f6,1,"[""2021-03-01T16:59:19.458Z""]"
9af5c19543f07d,60,60,0.14,0.14,0.06,16082661212,0,1a3cea592761f6,1,"[""2021-03-01T16:59:22.921Z""]"
7d88cc12e3e054,60,60,0.21,0.21,0.02,16025424331,1,6fa1e0faf6c16a,1,"[""2021-03-01T16:59:24.778Z""]"
dc2b05f742bb5c,60,60,0.21,0.21,0.09,16082661212,0,6fa1e0faf6c16a,1,"[""2021-03-01T16:59:29.154Z""]"
5999fe77000856,60,60,0.11,0.11,0.01,16025424331,1,452b74507c8499,1,"[""2021-03-01T16:59:40.458Z""]"
5af1a5ecdefbc3,60,60,0.11,0.11,0.05,16082661212,0,452b74507c8499,1,"[""2021-03-01T16:59:43.369Z""]"
648cf36f6751db,60,60,0.12,0.12,0.05,16025424331,1,98a5e248b44528,1,"[""2021-03-01T16:59:45.258Z""]"
92b90d1ffaafce,60,60,0.12,0.12,0.05,16082661212,0,98a5e248b44528,1,"[""2021-03-01T16:59:49.486Z""]"
8ad8956c48bb0d,60,60,0.11,0.11,0.01,16025424331,1,a3f97d2c65cb33,1,"[""2021-03-01T16:59:51.249Z""]"
30f260388ea2d4,60,60,0.11,0.11,0.05,16082661212,0,a3f97d2c65cb33,1,"[""2021-03-01T16:59:55.026Z""]"
3f3fe637bf70ff,60,60,0.14,0.14,0.01,16025424331,1,cf418f222f8875,1,"[""2021-03-01T16:59:56.860Z""]"
523c4e23ff0b72,60,60,0.14,0.14,0.06,16082661212,0,cf418f222f8875,1,"[""2021-03-01T17:00:00.597Z""]"
32d48e8ca3831b,60,60,0.14,0.14,0.01,16025424331,1,67ce17d40b5e2a,1,"[""2021-03-01T17:00:02.463Z""]"
d08a537dc87a8c,60,60,0.14,0.14,0.06,16082661212,0,67ce17d40b5e2a,1,"[""2021-03-01T17:00:06.349Z""]"
a7d3c6e92d227b,60,60,0.21,0.21,0.02,16025424331,1,8a84e9e1ad6d9c,1,"[""2021-03-01T17:00:08.257Z""]"
bc1ddae2b4aee1,60,60,0.21,0.21,0.09,16082661212,0,8a84e9e1ad6d9c,1,"[""2021-03-01T17:00:12.974Z""]"
2b5cf129a58422,60,60,0.11,0.11,0.01,16025424331,1,78e8676cc77ced,1,"[""2021-03-01T17:00:24.568Z""]"
9b959f12e11eaf,60,60,0.11,0.11,0.05,16082661212,0,78e8676cc77ced,1,"[""2021-03-01T17:00:27.785Z""]"
9229bdb89b3c41,60,60,0.12,0.12,0.05,16025424331,1,a6f1c78896969f,1,"[""2021-03-01T17:00:30.059Z""]"
b1ec9c3e365b3b,60,60,0.12,0.12,0.05,16082661212,0,a6f1c78896969f,1,"[""2021-03-01T17:00:33.978Z""]"
bcf17f8a8b046c,60,60,0.11,0.11,0.01,16025424331,1,5f79a8f6b4cf71,1,"[""2021-03-01T17:00:36.231Z""]"
34faa6a14ab8a7,60,60,0.11,0.11,0.05,16082661212,0,5f79a8f6b4cf71,1,"[""2021-03-01T17:00:40.576Z""]"
44704e3cfff1b5,60,60,0.14,0.14,0.01,16025424331,1,62539b076e738f,1,"[""2021-03-01T17:00:42.966Z""]"
e496ca99dff2a5,60,60,0.14,0.14,0.06,16082661212,0,62539b076e738f,1,"[""2021-03-01T17:00:46.097Z""]"
f079b265ad6045,60,60,0.14,0.14,0.01,16025424331,1,289a02750eb88e,1,"[""2021-03-01T17:00:48.060Z""]"
5473d9ba5c6ee5,60,60,0.14,0.14,0.06,16082661212,0,289a02750eb88e,1,"[""2021-03-01T17:00:51.568Z""]"
12e445920970f2,60,60,0.21,0.21,0.02,16025424331,1,32e9a3ea414646,1,"[""2021-03-01T17:00:53.578Z""]"
bc36f240cef355,60,60,0.21,0.21,0.09,16082661212,0,32e9a3ea414646,1,"[""2021-03-01T17:00:57.790Z""]"
3d4e5e595517c4,60,60,0.11,0.11,0.01,16025424331,1,4a3c67f1a86917,1,"[""2021-03-01T17:01:08.136Z""]"
644ee9045b3943,60,60,0.11,0.11,0.05,16082661212,0,4a3c67f1a86917,1,"[""2021-03-01T17:01:11.566Z""]"
5ea4dc4be25d88,60,60,0.12,0.12,0.05,16025424331,1,b65109efa132ca,1,"[""2021-03-01T17:01:13.532Z""]"
b7ed53f66f83dc,60,60,0.12,0.12,0.05,16082661212,0,b65109efa132ca,1,"[""2021-03-01T17:01:18.003Z""]"
84f68ec51efd2b,60,60,0.11,0.11,0.01,16025424331,1,73f1b68b470e11,1,"[""2021-03-01T17:01:19.920Z""]"
75a9ee4f934c9e,60,60,0.11,0.11,0.05,16082661212,0,73f1b68b470e11,1,"[""2021-03-01T17:01:23.976Z""]"
bf036671a4031b,60,60,0.14,0.14,0.01,16025424331,1,0155d6b36b1a5d,1,"[""2021-03-01T17:01:26.058Z""]"
2bbf9de6a58217,60,60,0.14,0.14,0.06,16082661212,0,0155d6b36b1a5d,1,"[""2021-03-01T17:01:29.897Z""]"
d34e989ef8c081,60,60,0.14,0.14,0.01,16025424331,1,242a47d3e35e80,1,"[""2021-03-01T17:01:31.798Z""]"
ee64252e583d79,60,60,0.14,0.14,0.06,16082661212,0,242a47d3e35e80,1,"[""2021-03-01T17:01:35.146Z""]"
e47604bb61afed,60,60,0.21,0.21,0.02,16025424331,1,17ba1fec8c7f80,1,"[""2021-03-01T17:01:37.169Z""]"
36fdda336c5dbc,60,60,0.21,0.21,0.09,16082661212,0,17ba1fec8c7f80,1,"[""2021-03-01T17:01:42.022Z""]"
a67d29fe369f10,60,60,0.11,0.11,0.01,16025424331,1,791cb7948ab6f2,1,"[""2021-03-01T17:01:53.081Z""]"
3408ee7304a19e,60,60,0.11,0.11,0.05,16082661212,0,791cb7948ab6f2,1,"[""2021-03-01T17:01:55.893Z""]"
6dcf63bbd7b149,60,60,0.12,0.12,0.05,16025424331,1,662355b5240a6e,1,"[""2021-03-01T17:01:57.974Z""]"
b0adcc3fb5aaa6,60,60,0.12,0.12,0.05,16082661212,0,662355b5240a6e,1,"[""2021-03-01T17:02:01.688Z""]"
dc0869f6652245,60,60,0.11,0.11,0.01,16025424331,1,9125aa97943a9a,1,"[""2021-03-01T17:02:03.716Z""]"
5d8a3dd3b6a786,60,60,0.11,0.11,0.05,16082661212,0,9125aa97943a9a,1,"[""2021-03-01T17:02:07.296Z""]"
21c1e2198a1093,60,60,0.14,0.14,0.01,16025424331,1,a461efe85685ef,1,"[""2021-03-01T17:02:09.088Z""]"
a9132f3676a9ca,60,60,0.14,0.14,0.06,16082661212,0,a461efe85685ef,1,"[""2021-03-01T17:02:12.428Z""]"
19df44dae9fd2c,60,60,0.14,0.14,0.01,16025424331,1,7a996410c640fa,1,"[""2021-03-01T17:02:14.458Z""]"
c3a11a848e4963,60,60,0.14,0.14,0.06,16082661212,0,7a996410c640fa,1,"[""2021-03-01T17:02:18.292Z""]"
fe63a9f6d77b7c,60,60,0.21,0.21,0.02,16025424331,1,dc78d64771476f,1,"[""2021-03-01T17:02:20.261Z""]"
5b75347df4abc0,60,60,0.21,0.21,0.09,16082661212,0,dc78d64771476f,1,"[""2021-03-01T17:02:24.072Z""]"
169574040145f1,60,60,0.18,0.18,,16025424331,1,799ad0a3f33191,1,"[""2021-03-01T17:02:36.042Z""]"
e9b123185461a8,60,60,0.18,0.18,,16082661212,0,799ad0a3f33191,1,"[""2021-03-01T17:02:38.983Z""]"
5ce1d637d712e2,60,60,0.08,0.08,,16025424331,1,e334c9c0352062,1,"[""2021-03-01T17:02:49.144Z""]"
98b6396cc792bf,60,60,0.08,0.08,,16082661212,0,e334c9c0352062,1,"[""2021-03-01T17:02:52.892Z""]"
e3a12e530e770b,60,60,0.21,0.21,,16025424331,1,2bd80acc633e44,1,"[""2021-03-01T17:03:04.296Z""]"
39a229c4b7b3c8,60,60,0.21,0.21,,16082661212,0,2bd80acc633e44,1,"[""2021-03-01T17:03:06.941Z""]"
b54b0434b0f976,60,60,0.21,0.21,,16025424331,1,0e862bcb8b1ead,1,"[""2021-03-01T17:03:09.081Z""]"
a7740ec8b4f7f1,60,60,0.21,0.21,,16082661212,0,0e862bcb8b1ead,1,"[""2021-03-01T17:03:13.134Z""]"
d4ddca5eebb5e0,60,60,0.15,0.15,,16025424331,1,36a2479a20324b,1,"[""2021-03-01T17:03:24.152Z""]"
cd1aea843d4206,60,60,0.15,0.15,,16082661212,0,36a2479a20324b,1,"[""2021-03-01T17:03:26.904Z""]"
1e30e65c462d6d,60,60,0.15,0.15,,16025424331,1,3b8bffcff413df,1,"[""2021-03-01T17:03:29.277Z""]"
94dcf3cf37c7b9,60,60,0.15,0.15,,16082661212,0,3b8bffcff413df,1,"[""2021-03-01T17:03:32.493Z""]"
112c79d8c36deb,60,60,0.21,0.21,,15016822345,1,bd700b5b44bdda,1,"[""2021-03-01T17:03:47.362Z""]"
2282dd9d12cbad,60,60,0.21,0.21,,19198142000,0,bd700b5b44bdda,1,"[""2021-03-01T17:03:50.349Z""]"
d577b1106fc5d2,60,60,0.21,0.21,,19165883160,1,1c6b25e47dab5d,1,"[""2021-03-01T17:04:05.452Z""]"
47385c0199a448,60,60,0.21,0.21,,15033784582,0,1c6b25e47dab5d,1,"[""2021-03-01T17:04:08.264Z""]"
825845d0f51ba4,60,60,0.21,0.21,,19165883160,1,68a179c3c286d2,1,"[""2021-03-01T17:04:10.170Z""]"
c38f702987f0a7,60,60,0.21,0.21,,15033784582,0,68a179c3c286d2,1,"[""2021-03-01T17:04:14.489Z""]"
794d8f1cb74f08,60,60,0.21,0.21,,19165883160,1,7c590f0a385ed2,1,"[""2021-03-01T17:04:16.369Z""]"
fd99a3412f93a7,60,60,0.21,0.21,,15033784582,0,7c590f0a385ed2,1,"[""2021-03-01T17:04:20.537Z""]"
805313ea187bc4,60,60,0.21,0.21,,19165883160,1,b8189d00b2e16c,1,"[""2021-03-01T17:04:31.544Z""]"
a4afff34afe6cb,60,60,0.21,0.21,,15033784582,0,b8189d00b2e16c,1,"[""2021-03-01T17:04:34.562Z""]"
d87df26d05cccc,60,60,0.21,0.21,,19165883160,1,26d41af96c2d13,1,"[""2021-03-01T17:04:36.534Z""]"
83f45e42fea830,60,60,0.21,0.21,,15033784582,0,26d41af96c2d13,1,"[""2021-03-01T17:04:40.642Z""]"
5fae7df255a5f7,60,60,0.21,0.21,,19165883160,1,c240d58638d140,1,"[""2021-03-01T17:04:42.463Z""]"
3c5c301517e69c,60,60,0.21,0.21,,15033784582,0,c240d58638d140,1,"[""2021-03-01T17:04:45.800Z""]"
c4e62ac25782b7,60,60,0.14,0.14,,19165883160,1,cddd1854764f3f,1,"[""2021-03-01T17:04:56.452Z""]"
289edec6321446,60,60,0.14,0.14,,15033784582,0,cddd1854764f3f,1,"[""2021-03-01T17:04:59.442Z""]"
22c34edc417bbd,60,60,0.14,0.14,,19165883160,1,31cfb4176178d5,1,"[""2021-03-01T17:05:08.840Z""]"
31642c04334021,60,60,0.14,0.14,,15033784582,0,31cfb4176178d5,1,"[""2021-03-01T17:05:11.391Z""]"
4c0fca5182bd83,60,60,0.14,0.14,,19165883160,1,2fcfc0f563ee45,1,"[""2021-03-01T17:05:21.660Z""]"
de4c6df4be229b,60,60,0.14,0.14,,15033784582,0,2fcfc0f563ee45,1,"[""2021-03-01T17:05:24.374Z""]"
466132562df510,60,60,0.18,0.18,,19165883160,1,6379c2945e35a7,1,"[""2021-03-01T17:05:34.871Z""]"
36f18f8970a107,60,60,0.18,0.18,,15033784582,0,6379c2945e35a7,1,"[""2021-03-01T17:05:37.675Z""]"
b9fcca5af38e0e,60,60,0.18,0.18,,19165883160,1,c2706a46a31e12,1,"[""2021-03-01T17:05:39.520Z""]"
7d3aa92c634dbe,60,60,0.18,0.18,,15033784582,0,c2706a46a31e12,1,"[""2021-03-01T17:05:43.996Z""]"
98d3fd66928b0c,60,60,0.18,0.18,,19165883160,1,875f225c85d5eb,1,"[""2021-03-01T17:05:55.666Z""]"
19bf969bf3fedf,60,60,0.18,0.18,,15033784582,0,875f225c85d5eb,1,"[""2021-03-01T17:05:58.689Z""]"
d932d273555277,60,60,0.18,0.18,,19165883160,1,d4de44c62f8112,1,"[""2021-03-01T17:06:00.461Z""]"
bca926bd4388a8,60,60,0.18,0.18,,15033784582,0,d4de44c62f8112,1,"[""2021-03-01T17:06:04.174Z""]"
171b3bd70d643b,60,60,0.21,0.21,,19165883160,1,92c62ef8efc22b,1,"[""2021-03-01T17:06:13.847Z""]"
04d650f210de5d,60,60,0.21,0.21,,15033784582,0,92c62ef8efc22b,1,"[""2021-03-01T17:06:16.678Z""]"
dec77f3d9084bb,60,60,0.21,0.21,,19165883160,1,3b43ec380e1a8a,1,"[""2021-03-01T17:06:26.044Z""]"
f39712ca024ca9,60,60,0.21,0.21,,15033784582,0,3b43ec380e1a8a,1,"[""2021-03-01T17:06:28.943Z""]"
15085a1c1245b6,60,60,0.21,0.21,,19165883160,1,ca283c963e4dad,1,"[""2021-03-01T17:06:30.753Z""]"
e84309b7bca210,60,60,0.21,0.21,,15033784582,0,ca283c963e4dad,1,"[""2021-03-01T17:06:35.056Z""]"
8a8d8c8a39b5a4,60,60,0.21,0.21,,19165883160,1,73f068a2ab2a98,1,"[""2021-03-01T17:06:36.867Z""]"
a04e9b75baca8f,60,60,0.21,0.21,,15033784582,0,73f068a2ab2a98,1,"[""2021-03-01T17:06:39.974Z""]"
ac776a4aa49031,60,60,0.21,0.21,,19165883160,1,c5db89b69743e9,1,"[""2021-03-01T17:06:50.779Z""]"
d86032b279ee54,60,60,0.21,0.21,,15033784582,0,c5db89b69743e9,1,"[""2021-03-01T17:06:53.883Z""]"
dc9bf9b84a0934,60,60,0.21,0.21,,19165883160,1,1d7fbf31cde5f5,1,"[""2021-03-01T17:06:55.840Z""]"
ef5730b1897bbd,60,60,0.21,0.21,,15033784582,0,1d7fbf31cde5f5,1,"[""2021-03-01T17:06:59.072Z""]"
b66b648648ce2c,60,60,0.21,0.21,,19165883160,1,5295170f9f4a2d,1,"[""2021-03-01T17:07:00.850Z""]"
7b098e84b71c9d,60,60,0.21,0.21,,15033784582,0,5295170f9f4a2d,1,"[""2021-03-01T17:07:04.977Z""]"
c357c13d98b987,60,60,0.21,0.21,,19165883160,1,c28a1708b268a5,1,"[""2021-03-01T17:07:16.748Z""]"
f78631bd31624a,60,60,0.21,0.21,,15033784582,0,c28a1708b268a5,1,"[""2021-03-01T17:07:19.364Z""]"
997e513fd1e0ec,60,60,0.18,0.18,,15033784582,0,8f300797c59892,1,"[""2021-03-01T17:07:28.551Z""]"
2255f6fb02cb61,60,60,0.18,0.18,,19165883160,1,8f300797c59892,1,"[""2021-03-01T17:07:31.161Z""]"
a2909711ac1d9c,60,60,0.18,0.18,,19165883160,1,df75ba950415de,1,"[""2021-03-01T17:07:37.495Z""]"
9bf2a10f00b32c,60,60,0.18,0.18,,15033784582,0,df75ba950415de,1,"[""2021-03-01T17:07:41.281Z""]"
7ad6a6f6804b07,60,60,0.21,0.21,,19165883160,1,290633faff867a,1,"[""2021-03-01T17:07:52.864Z""]"
a2e8bbbeffebbc,60,60,0.21,0.21,,15033784582,0,290633faff867a,1,"[""2021-03-01T17:07:55.474Z""]"
091cb0b4f38fdc,60,60,0.21,0.21,,19165883160,1,90bb1960d3e9ed,1,"[""2021-03-01T17:07:57.349Z""]"
1e4dfc9cdbd949,60,60,0.21,0.21,,15033784582,0,90bb1960d3e9ed,1,"[""2021-03-01T17:08:00.855Z""]"
36d68bc495470f,60,60,0.21,0.21,,19165883160,1,727ad420e55353,1,"[""2021-03-01T17:08:02.658Z""]"
b4f537b023e858,60,60,0.21,0.21,,15033784582,0,727ad420e55353,1,"[""2021-03-01T17:08:05.984Z""]"
e69f8353f1faed,60,60,0.21,0.21,,19165883160,1,e0ac5f0de17a99,1,"[""2021-03-01T17:08:18.261Z""]"
476357395ffb4b,60,60,0.21,0.21,,15033784582,0,e0ac5f0de17a99,1,"[""2021-03-01T17:08:20.761Z""]"
5d29451304818e,60,60,0.21,0.21,,19165883160,1,ff9e0b54a06a36,1,"[""2021-03-01T17:08:22.771Z""]"
a2c5b70ed0cf6e,60,60,0.21,0.21,,15033784582,0,ff9e0b54a06a36,1,"[""2021-03-01T17:08:27.358Z""]"
6983cf9ed02d5f,60,60,0.21,0.21,,19165883160,1,211c9f08acda64,1,"[""2021-03-01T17:08:29.385Z""]"
63e232fb80dd7b,60,60,0.21,0.21,,15033784582,0,211c9f08acda64,1,"[""2021-03-01T17:08:34.200Z""]"
96ba8a7b19b9a9,60,60,0.04,0.04,,19165883160,1,8afda5056a747e,1,"[""2021-03-01T17:08:45.669Z""]"
4334eae6f061de,60,60,0.04,0.04,,15033784582,0,8afda5056a747e,1,"[""2021-03-01T17:08:48.767Z""]"
0ea103d06f8f46,60,60,0.04,0.04,,19165883160,1,46e8b1ca15095e,1,"[""2021-03-01T17:08:50.798Z""]"
c499d1bf18dc17,60,60,0.04,0.04,,15033784582,0,46e8b1ca15095e,1,"[""2021-03-01T17:08:54.493Z""]"
75ab58e2f17e30,60,60,0.16,0.16,,19165883160,1,e2d0cabb309eb9,1,"[""2021-03-01T17:09:05.860Z""]"
91201e26bbccb9,60,60,0.16,0.16,,15033784582,0,e2d0cabb309eb9,1,"[""2021-03-01T17:09:08.458Z""]"
ccd54facd0575f,60,60,0.16,0.16,,19165883160,1,7d113b2d706a89,1,"[""2021-03-01T17:09:10.457Z""]"
8191e631736b3a,60,60,0.16,0.16,,15033784582,0,7d113b2d706a89,1,"[""2021-03-01T17:09:15.268Z""]"
abe57a9c716df4,60,60,0.16,0.16,,19165883160,1,163513b02afc88,1,"[""2021-03-01T17:09:17.263Z""]"
89e4d559eb4bab,60,60,0.16,0.16,,15033784582,0,163513b02afc88,1,"[""2021-03-01T17:09:20.467Z""]"
3b0b59688c5bb6,60,60,0.16,0.16,,19165883160,1,b06e26d39eaec4,1,"[""2021-03-01T17:09:22.565Z""]"
caa2671e9af838,60,60,0.16,0.16,,15033784582,0,b06e26d39eaec4,1,"[""2021-03-01T17:09:26.780Z""]"
db113991aa8e4d,60,60,0.16,0.16,,19165883160,1,b260067c964f04,1,"[""2021-03-01T17:09:28.797Z""]"
1f5e89c3fed84c,60,60,0.16,0.16,,15033784582,0,b260067c964f04,1,"[""2021-03-01T17:09:32.373Z""]"
9c41989b70cb04,60,60,0.21,0.21,,19165883160,1,33b3823175ea82,1,"[""2021-03-01T17:09:44.437Z""]"
fd54e783070d54,60,60,0.21,0.21,,15033784582,0,33b3823175ea82,1,"[""2021-03-01T17:09:47.875Z""]"
43addd7e88084f,60,60,0.21,0.21,,19165883160,1,08ad15c651f7fe,1,"[""2021-03-01T17:09:49.961Z""]"
e56c0e7a468fdb,60,60,0.21,0.21,,15033784582,0,08ad15c651f7fe,1,"[""2021-03-01T17:09:53.773Z""]"
e277d40bcc9620,60,60,0.21,0.21,,19165883160,1,e2fe18006a4f80,1,"[""2021-03-01T17:09:55.846Z""]"
44b5aa58199da2,60,60,0.21,0.21,,15033784582,0,e2fe18006a4f80,1,"[""2021-03-01T17:09:59.898Z""]"
ec839a8e7e002f,60,60,0.21,0.21,,19165883160,1,319c51c2aa6632,1,"[""2021-03-01T17:10:01.869Z""]"
df3f3bfd23bab8,60,60,0.21,0.21,,15033784582,0,319c51c2aa6632,1,"[""2021-03-01T17:10:06.162Z""]"
3331c7b194e4fb,60,60,0.21,0.21,,19165883160,1,5cd1918d514034,1,"[""2021-03-01T17:10:08.264Z""]"
3b4706f71554c2,60,60,0.21,0.21,,15033784582,0,5cd1918d514034,1,"[""2021-03-01T17:10:12.082Z""]"
35d435a2aa6a11,60,60,0.21,0.21,,19165883160,1,a258799339b5de,1,"[""2021-03-01T17:10:14.066Z""]"
067a3f550b9cae,60,60,0.21,0.21,,15033784582,0,a258799339b5de,1,"[""2021-03-01T17:10:18.154Z""]"
